2,1,148.3,188.1,413.7,288.4,0.949999988079071,-1,-1,-1
2,2,191.4,183.2,70.1,115.1,0.8799999952316284,-1,-1,-1
2,3,53.8,183.2,54.8,66.1,0.8500000238418579,-1,-1,-1
3,1,148.0,187.9,413.9,288.5,0.949999988079071,-1,-1,-1
3,2,191.7,183.3,70.9,116.8,0.8500000238418579,-1,-1,-1
3,3,53.9,182.9,55.1,66.3,0.8500000238418579,-1,-1,-1
4,1,147.7,187.5,414.5,288.8,0.949999988079071,-1,-1,-1
4,2,191.2,183.3,71.4,115.9,0.8500000238418579,-1,-1,-1
4,3,53.8,182.9,55.2,66.4,0.8700000047683716,-1,-1,-1
5,1,148.0,187.7,413.5,288.7,0.949999988079071,-1,-1,-1
5,2,190.3,183.2,73.3,116.9,0.8500000238418579,-1,-1,-1
5,3,53.4,182.8,55.4,67.3,0.8700000047683716,-1,-1,-1
6,1,147.6,187.8,414.6,288.7,0.949999988079071,-1,-1,-1
6,2,190.9,183.3,71.5,116.9,0.8799999952316284,-1,-1,-1
6,3,53.5,182.7,55.8,67.2,0.8700000047683716,-1,-1,-1
7,1,147.9,187.6,414.8,288.7,0.949999988079071,-1,-1,-1
7,2,190.9,183.2,71.1,115.8,0.8799999952316284,-1,-1,-1
7,3,53.7,182.5,55.3,67.4,0.8700000047683716,-1,-1,-1
8,1,147.7,188.1,414.3,288.3,0.949999988079071,-1,-1,-1
8,2,190.3,183.2,71.5,117.2,0.8799999952316284,-1,-1,-1
8,3,53.8,182.3,55.3,67.7,0.8600000143051147,-1,-1,-1
9,1,147.9,187.9,414.4,288.4,0.949999988079071,-1,-1,-1
9,2,190.0,183.3,71.8,115.3,0.8799999952316284,-1,-1,-1
9,3,53.9,182.1,55.5,67.6,0.8600000143051147,-1,-1,-1
10,1,147.7,188.0,414.2,288.4,0.9599999785423279,-1,-1,-1
10,2,190.3,183.6,71.6,114.6,0.8899999856948853,-1,-1,-1
10,3,54.1,181.7,55.1,68.5,0.8700000047683716,-1,-1,-1
11,1,148.0,187.9,413.4,288.5,0.9599999785423279,-1,-1,-1
11,2,189.8,183.7,72.3,114.1,0.8799999952316284,-1,-1,-1
11,3,54.6,181.3,54.9,68.5,0.8600000143051147,-1,-1,-1
12,1,147.2,187.8,414.5,288.5,0.949999988079071,-1,-1,-1
12,2,190.0,183.8,72.3,111.8,0.8700000047683716,-1,-1,-1
12,3,54.1,180.9,54.8,69.0,0.8500000238418579,-1,-1,-1
13,1,148.2,187.6,413.9,288.9,0.949999988079071,-1,-1,-1
13,2,191.1,183.8,71.5,112.9,0.8799999952316284,-1,-1,-1
13,3,54.5,180.2,54.0,69.4,0.8500000238418579,-1,-1,-1
14,1,147.8,188.0,414.4,288.4,0.949999988079071,-1,-1,-1
14,2,192.1,183.9,71.2,116.2,0.8700000047683716,-1,-1,-1
14,3,54.7,179.8,53.9,70.2,0.8600000143051147,-1,-1,-1
15,1,147.2,187.2,415.2,289.0,0.949999988079071,-1,-1,-1
15,2,192.5,183.9,71.7,116.2,0.8500000238418579,-1,-1,-1
15,3,54.7,179.0,53.2,70.9,0.8500000238418579,-1,-1,-1
16,1,147.4,187.9,414.9,288.5,0.949999988079071,-1,-1,-1
16,2,193.4,183.6,74.1,115.6,0.8399999737739563,-1,-1,-1
16,3,54.1,178.6,53.7,71.4,0.8399999737739563,-1,-1,-1
17,1,147.6,187.5,414.4,289.0,0.949999988079071,-1,-1,-1
17,2,195.3,183.5,75.1,115.1,0.8299999833106995,-1,-1,-1
17,3,51.3,178.0,55.9,72.5,0.8100000023841858,-1,-1,-1
18,1,147.4,187.8,414.5,288.5,0.949999988079071,-1,-1,-1
18,2,196.4,183.5,75.7,115.7,0.8299999833106995,-1,-1,-1
18,3,48.0,177.9,58.5,74.2,0.8199999928474426,-1,-1,-1
19,1,147.7,187.7,414.2,288.7,0.949999988079071,-1,-1,-1
19,2,198.6,183.2,74.3,115.5,0.8399999737739563,-1,-1,-1
19,3,46.7,177.3,59.1,75.0,0.8299999833106995,-1,-1,-1
20,1,147.5,187.6,414.8,288.9,0.949999988079071,-1,-1,-1
20,2,202.4,184.0,72.6,110.4,0.8600000143051147,-1,-1,-1
20,3,41.7,177.0,61.0,75.8,0.8299999833106995,-1,-1,-1
21,1,147.6,187.6,414.6,288.7,0.949999988079071,-1,-1,-1
21,2,204.2,183.9,72.1,107.2,0.8799999952316284,-1,-1,-1
21,3,39.1,176.6,62.8,76.5,0.8299999833106995,-1,-1,-1
22,1,146.9,187.4,415.2,289.1,0.949999988079071,-1,-1,-1
22,2,205.8,184.3,71.0,105.8,0.8700000047683716,-1,-1,-1
22,3,38.1,176.4,64.0,75.6,0.8199999928474426,-1,-1,-1
23,1,147.7,188.2,414.2,288.1,0.949999988079071,-1,-1,-1
23,2,206.0,184.5,71.6,110.6,0.8600000143051147,-1,-1,-1
23,3,37.1,176.0,65.7,74.3,0.8199999928474426,-1,-1,-1
24,1,147.2,188.0,415.1,288.5,0.949999988079071,-1,-1,-1
24,2,205.7,184.7,72.4,106.5,0.8299999833106995,-1,-1,-1
24,3,36.8,175.5,66.0,75.1,0.8399999737739563,-1,-1,-1
25,1,147.6,188.0,414.7,288.4,0.949999988079071,-1,-1,-1
25,2,210.1,184.8,70.6,106.7,0.8199999928474426,-1,-1,-1
25,3,37.8,175.6,65.6,74.9,0.8399999737739563,-1,-1,-1
26,1,148.1,187.4,414.2,289.0,0.949999988079071,-1,-1,-1
26,2,212.2,184.7,70.1,107.3,0.8100000023841858,-1,-1,-1
26,3,38.9,175.4,65.2,75.2,0.8399999737739563,-1,-1,-1
27,1,147.5,187.4,414.8,289.0,0.949999988079071,-1,-1,-1
27,2,214.9,184.9,68.9,110.9,0.8299999833106995,-1,-1,-1
27,3,40.0,175.3,65.2,77.3,0.8500000238418579,-1,-1,-1
28,1,147.8,187.9,414.2,288.5,0.9599999785423279,-1,-1,-1
28,2,215.6,185.0,69.3,107.0,0.8199999928474426,-1,-1,-1
28,3,41.9,175.6,65.8,77.4,0.8600000143051147,-1,-1,-1
29,1,147.5,187.6,414.7,288.8,0.9599999785423279,-1,-1,-1
29,2,217.6,185.4,68.4,109.3,0.8299999833106995,-1,-1,-1
29,3,43.1,174.9,66.7,78.0,0.8600000143051147,-1,-1,-1
30,1,147.9,187.5,414.4,289.0,0.949999988079071,-1,-1,-1
30,2,218.3,185.3,69.1,107.9,0.8500000238418579,-1,-1,-1
30,3,44.6,174.4,68.8,77.4,0.8700000047683716,-1,-1,-1
31,1,147.2,188.4,415.2,288.0,0.949999988079071,-1,-1,-1
31,2,217.6,185.3,70.2,107.9,0.8199999928474426,-1,-1,-1
31,3,45.6,174.5,71.6,75.4,0.8600000143051147,-1,-1,-1
32,1,147.7,188.1,414.4,288.3,0.949999988079071,-1,-1,-1
32,2,224.8,185.3,64.1,84.7,0.7300000190734863,-1,-1,-1
32,3,46.9,174.3,72.2,75.8,0.8700000047683716,-1,-1,-1
33,1,146.9,187.7,416.5,288.6,0.949999988079071,-1,-1,-1
33,2,228.0,185.0,61.8,79.5,0.8399999737739563,-1,-1,-1
33,3,48.2,174.4,73.1,75.3,0.8600000143051147,-1,-1,-1
34,1,148.4,187.7,413.2,288.8,0.9599999785423279,-1,-1,-1
34,2,228.0,184.7,62.7,80.2,0.7900000214576721,-1,-1,-1
34,3,49.2,174.3,77.0,75.7,0.8700000047683716,-1,-1,-1
35,1,147.9,187.9,414.1,288.5,0.949999988079071,-1,-1,-1
35,2,228.3,184.3,63.0,80.7,0.8199999928474426,-1,-1,-1
35,3,49.5,174.1,79.3,76.4,0.8600000143051147,-1,-1,-1
36,1,148.8,188.2,412.8,288.3,0.949999988079071,-1,-1,-1
36,2,228.4,183.9,63.2,81.1,0.8199999928474426,-1,-1,-1
36,3,49.9,174.0,81.9,75.8,0.8600000143051147,-1,-1,-1
37,1,147.6,187.9,414.5,288.4,0.949999988079071,-1,-1,-1
37,2,228.7,184.6,63.0,79.6,0.8199999928474426,-1,-1,-1
37,3,51.6,173.8,82.7,75.7,0.8700000047683716,-1,-1,-1
38,1,147.3,188.0,414.9,288.4,0.949999988079071,-1,-1,-1
38,2,228.8,184.4,63.8,80.1,0.8100000023841858,-1,-1,-1
38,3,52.5,174.4,83.9,75.2,0.8899999856948853,-1,-1,-1
39,1,147.4,187.9,414.9,288.6,0.949999988079071,-1,-1,-1
39,2,229.3,185.0,63.0,79.4,0.8500000238418579,-1,-1,-1
39,3,53.7,174.8,84.0,76.4,0.8799999952316284,-1,-1,-1
40,1,147.4,187.9,414.9,288.6,0.949999988079071,-1,-1,-1
40,2,229.3,185.1,63.0,79.3,0.8500000238418579,-1,-1,-1
40,3,53.8,174.8,84.0,76.5,0.8799999952316284,-1,-1,-1
41,1,148.2,188.1,414.4,288.3,0.949999988079071,-1,-1,-1
41,2,221.7,184.2,69.7,96.0,0.8100000023841858,-1,-1,-1
41,3,65.5,176.7,83.3,73.4,0.8700000047683716,-1,-1,-1
42,1,147.5,187.9,414.7,288.5,0.949999988079071,-1,-1,-1
42,2,220.1,183.8,71.7,100.3,0.8199999928474426,-1,-1,-1
42,3,67.6,176.6,84.0,73.4,0.8799999952316284,-1,-1,-1
43,1,148.7,187.7,413.1,288.6,0.949999988079071,-1,-1,-1
43,2,219.3,183.8,71.5,101.8,0.8299999833106995,-1,-1,-1
43,3,68.7,176.9,84.2,72.7,0.8799999952316284,-1,-1,-1
44,1,147.6,187.7,414.6,288.6,0.949999988079071,-1,-1,-1
44,2,220.0,184.0,69.7,101.3,0.8399999737739563,-1,-1,-1
44,3,68.9,177.2,84.8,73.0,0.8799999952316284,-1,-1,-1
45,1,147.5,187.7,414.7,288.6,0.949999988079071,-1,-1,-1
45,2,220.1,184.1,69.5,101.3,0.8399999737739563,-1,-1,-1
45,3,68.9,177.2,84.8,73.0,0.8799999952316284,-1,-1,-1
46,1,148.4,188.0,413.7,288.4,0.949999988079071,-1,-1,-1
46,2,219.9,183.6,69.2,101.6,0.8399999737739563,-1,-1,-1
46,3,69.0,177.6,84.7,72.9,0.8799999952316284,-1,-1,-1
47,1,148.5,188.0,413.3,288.5,0.949999988079071,-1,-1,-1
47,2,219.6,183.3,68.5,102.9,0.6899999976158142,-1,-1,-1
47,3,68.8,177.8,85.7,72.4,0.8799999952316284,-1,-1,-1
48,1,147.9,187.7,414.0,288.8,0.949999988079071,-1,-1,-1
48,2,223.1,183.1,65.1,98.4,0.6100000143051147,-1,-1,-1
48,3,68.1,177.7,86.7,72.3,0.8799999952316284,-1,-1,-1
49,1,147.9,188.0,414.3,288.2,0.949999988079071,-1,-1,-1
49,2,218.6,183.3,68.7,107.1,0.8199999928474426,-1,-1,-1
49,3,67.8,177.8,87.2,72.8,0.8700000047683716,-1,-1,-1
50,1,147.4,188.2,415.0,288.2,0.949999988079071,-1,-1,-1
50,2,219.2,183.5,67.6,111.5,0.8199999928474426,-1,-1,-1
50,3,67.7,177.9,86.5,73.0,0.8700000047683716,-1,-1,-1
51,1,147.4,187.8,414.9,288.7,0.949999988079071,-1,-1,-1
51,2,218.5,183.7,68.7,111.7,0.8199999928474426,-1,-1,-1
51,3,67.3,177.8,86.5,72.7,0.8700000047683716,-1,-1,-1
52,1,147.4,188.1,414.4,288.3,0.949999988079071,-1,-1,-1
52,2,218.9,183.6,67.9,112.1,0.8299999833106995,-1,-1,-1
52,3,66.3,177.2,87.0,72.6,0.8700000047683716,-1,-1,-1
53,1,147.5,188.1,414.4,288.3,0.949999988079071,-1,-1,-1
53,2,219.0,183.5,67.8,112.1,0.8299999833106995,-1,-1,-1
53,3,66.2,177.1,87.0,72.6,0.8700000047683716,-1,-1,-1
54,1,147.8,188.2,414.6,288.1,0.949999988079071,-1,-1,-1
54,2,219.3,183.6,67.2,112.3,0.800000011920929,-1,-1,-1
54,3,65.7,176.9,85.3,72.5,0.8700000047683716,-1,-1,-1
55,1,147.3,187.9,414.5,288.5,0.949999988079071,-1,-1,-1
55,2,219.1,183.5,67.2,112.2,0.8299999833106995,-1,-1,-1
